text,class
วันเกิด ได้รับข้อความ  สุขสันต์วันเกิด คลิกที่นี่เพื่อรับคูปอง Sizzler,User_ask_received_SMS_HBD
ได้รับข้อความวันเกิด 100 บาท ซิสเล่อ,User_ask_received_SMS_HBD
ดีใจได้รับข้อความ SMS  sizzler 100 บาทต้องทำไง,User_ask_received_SMS_HBD
บัตรซิสเล่อ หมดอายุเมื่อไหร่,User_ask_received_SMS_HBD
Sizzler19,User_ask_received_SMS_HBD
ซิสซ์เลอร์19,User_ask_received_SMS_HBD
ซิสเลอร19,User_ask_received_SMS_HBD
สนใจประกันซีไอ 50,new_entity_1981
คุณให้คะแนนดีงาม,testchoices
คุณให้คะแนนดี,testchoices
คุณให้คะแนนก็ดีนะ,testchoices
คุณให้คะแนนเฉยๆ,testchoices
คุณให้คะแนนพอทน,testchoices
คุณให้คะแนนไม่โอ,testchoices
คุณให้คะแนนไม่เอา,testchoices
